origin,week,leaving_flights_per_week
DFW,3,9796
DFW,4,10053
DFW,5,9992
DFW,6,9937
DFW,7,10289
DFW,8,10201
DFW,9,10523
DFW,10,10676
DFW,11,10543
DFW,12,10706
DFW,13,10547
DFW,14,10612
DFW,15,10262
DFW,16,10552
DFW,17,10866
DFW,18,10816
DFW,19,11154
DFW,20,11055
DFW,21,10989
DFW,22,10942
DFW,23,11398
DFW,24,11597
DFW,25,11558
DFW,26,11913
DFW,27,10221
DFW,28,11677
DFW,29,12089
DFW,30,12118
DFW,31,12036
DFW,32,11984
DFW,33,11878
DFW,34,11558
DFW,35,10905
DFW,36,11023
DFW,37,11313
DFW,38,11066
DFW,39,11365
DFW,40,11329
DFW,41,10877
DFW,42,11231
DFW,43,11023
DFW,44,10765
DFW,45,11197
DFW,46,11217
DFW,47,11062
DFW,48,10687
DFW,49,10910
DFW,50,10563
DFW,51,11208
DFW,52,10349
DHN,1,52
DHN,2,53
DHN,3,51
DHN,4,54
DHN,5,51
DHN,6,54
DHN,7,50
DHN,8,54
DHN,9,54
DHN,10,54
DHN,11,54
DHN,12,54
DHN,13,54
DHN,14,54
DHN,15,54
DHN,16,54
DHN,17,54
DHN,18,54
DHN,19,54
DHN,20,54
DHN,21,52
DHN,22,54
DHN,23,54
DHN,24,54
DHN,25,54
DHN,26,51
DHN,27,45
DHN,28,53
DHN,29,54
DHN,30,54
DHN,31,53
DHN,32,54
DHN,33,54
DHN,34,54
DHN,35,48
DHN,36,42
DHN,37,54
DHN,38,54
DHN,39,54
DHN,40,54
DHN,41,51
DHN,42,54
DHN,43,53
DHN,44,44
DHN,45,54
DHN,46,53
DHN,47,52
DHN,48,53
DHN,49,54
DHN,50,54
DHN,51,56
DHN,52,48
DIK,1,27
DIK,2,25
DIK,3,22
DIK,4,25
DIK,5,23
DIK,6,23
DIK,7,25
DIK,8,24
DIK,9,22
DIK,10,22
DIK,11,22
DIK,12,23
DIK,13,26
DIK,14,25
DIK,15,21
DIK,16,24
DIK,17,24
DIK,18,23
DIK,19,24
DIK,20,23
DIK,21,23
DIK,22,24
DIK,23,23
DIK,24,24
DIK,25,24
DIK,26,24
DIK,27,24
DIK,28,24
DIK,29,24
DIK,30,22
DIK,31,23
DIK,32,24
DIK,33,24
DIK,34,24
DIK,35,24
DIK,36,24
DIK,37,23
DIK,38,24
DIK,39,24
DIK,40,24
DIK,41,23
DIK,42,24
DIK,43,25
DIK,44,22
DIK,45,24
DIK,46,25
DIK,47,26
DIK,48,16
DIK,49,25
DIK,50,25
DIK,51,28
DIK,52,27
DLG,22,1
DLG,23,11
DLG,24,14
DLG,25,14
DLG,26,14
DLG,27,14
DLG,28,14
DLG,29,14
DLG,30,14
DLG,31,13
DLG,32,13
DLG,33,14
DLG,34,12
DLG,35,1
DLH,1,106
DLH,2,83
DLH,3,83
DLH,4,83
DLH,5,76
DLH,6,76
DLH,7,80
DLH,8,82
DLH,9,88
DLH,10,103
DLH,11,105
DLH,12,109
DLH,13,108
DLH,14,100
DLH,15,92
DLH,16,105
DLH,17,105
DLH,18,102
DLH,19,104
DLH,20,106
DLH,21,108
DLH,22,111
DLH,23,128
DLH,24,142
DLH,25,137
DLH,26,135
DLH,27,116
DLH,28,136
DLH,29,129
DLH,30,135
DLH,31,138
DLH,32,142
DLH,33,135
DLH,34,135
DLH,35,131
DLH,36,123
DLH,37,134
DLH,38,141
DLH,39,139
DLH,40,137
DLH,41,142
DLH,42,143
DLH,43,136
DLH,44,112
DLH,45,128
DLH,46,124
DLH,47,120
DLH,48,96
DLH,49,114
DLH,50,110
DLH,51,119
DLH,52,106
DRO,1,169
DRO,2,140
DRO,3,138
DRO,4,139
DRO,5,141
DRO,6,136
DRO,7,128
DRO,8,133
DRO,9,140
DRO,10,141
DRO,11,136
DRO,12,147
DRO,13,147
DRO,14,139
DRO,15,138
DRO,16,142
DRO,17,142
DRO,18,138
DRO,19,145
DRO,20,144
DRO,21,141
DRO,22,143
DRO,23,164
DRO,24,180
DRO,25,174
DRO,26,175
DRO,27,155
DRO,28,181
DRO,29,181
DRO,30,179
DRO,31,175
DRO,32,182
DRO,33,178
DRO,34,168
DRO,35,164
DRO,36,155
DRO,37,156
DRO,38,155
DRO,39,157
DRO,40,161
DRO,41,157
DRO,42,163
DRO,43,162
DRO,44,147
DRO,45,154
DRO,46,153
DRO,47,157
DRO,48,135
DRO,49,144
DRO,50,142
DRO,51,160
DRO,52,145
DRT,1,17
DRT,2,14
DRT,3,14
DRT,4,14
DRT,5,14
DRT,6,14
DRT,7,14
DRT,8,14
DRT,9,14
DRT,10,14
DRT,11,14
DRT,12,14
DRT,13,14
DRT,14,14
DRT,15,13
DRT,16,14
DRT,17,14
DRT,18,13
DRT,19,13
DRT,20,13
DRT,21,13
DRT,22,12
DRT,23,14
DRT,24,12
DRT,25,14
DRT,26,14
DRT,27,12
DRT,28,13
DRT,29,14
DRT,30,14
DRT,31,14
DRT,32,14
DRT,33,13
DRT,34,13
DRT,35,12
DRT,36,14
DRT,37,14
DRT,38,14
DRT,39,14
DRT,40,14
DRT,41,14
DRT,42,14
DRT,43,14
DRT,44,15
DRT,45,27
DRT,46,28
DRT,47,27
DRT,48,26
DRT,49,28
DRT,50,28
DRT,51,27
DRT,52,26
DSM,1,694
DSM,2,621
DSM,3,600
DSM,4,611
DSM,5,570
DSM,6,603
DSM,7,619
DSM,8,646
DSM,9,669
DSM,10,682
DSM,11,683
DSM,12,690
DSM,13,679
DSM,14,700
DSM,15,668
DSM,16,672
DSM,17,682
DSM,18,680
DSM,19,684
DSM,20,694
DSM,21,671
DSM,22,680
DSM,23,703
DSM,24,711
DSM,25,704
DSM,26,698
DSM,27,609
DSM,28,716
DSM,29,708
DSM,30,716
DSM,31,711
DSM,32,719
DSM,33,692
DSM,34,662
DSM,35,619
DSM,36,640
DSM,37,679
DSM,38,677
DSM,39,676
DSM,40,684
DSM,41,679
DSM,42,685
DSM,43,676
DSM,44,632
DSM,45,668
DSM,46,678
DSM,47,657
DSM,48,649
DSM,49,684
DSM,50,688
DSM,51,710
DSM,52,654
DTW,1,6393
DTW,2,6165
DTW,3,6104
DTW,4,6044
DTW,5,5946
DTW,6,5915
DTW,7,5973
DTW,8,6299
DTW,9,6392
DTW,10,6817
DTW,11,6861
DTW,12,6854
DTW,13,6900
DTW,14,6806
DTW,15,6737
DTW,16,6741
DTW,17,6831
DTW,18,6846
DTW,19,6737
DTW,20,6880
DTW,21,6571
DTW,22,6772
DTW,23,6958
DTW,24,7109
DTW,25,7116
DTW,26,7053
DTW,27,5911
DTW,28,7247
DTW,29,7143
DTW,30,7245
DTW,31,7216
DTW,32,7226
DTW,33,7131
DTW,34,7061
DTW,35,6642
DTW,36,6283
DTW,37,6946
DTW,38,6951
DTW,39,6960
DTW,40,6928
DTW,41,6935
DTW,42,6973
DTW,43,6815
DTW,44,5930
DTW,45,6705
DTW,46,6771
DTW,47,6549
DTW,48,6272
DTW,49,6530
DTW,50,6514
DTW,51,6739
DTW,52,5892
DUT,1,52
DUT,2,60
DUT,3,36
DUT,4,20
DUT,5,23
DUT,6,17
DUT,7,22
DUT,8,24
DUT,9,28
DUT,10,21
DUT,11,23
DUT,12,23
DUT,13,24
DUT,14,27
DUT,15,29
DUT,16,28
DUT,17,27
DUT,18,25
DUT,19,28
DUT,20,26
DUT,21,27
DUT,22,43
DUT,23,45
DUT,24,27
DUT,25,26
DUT,26,23
DUT,27,31
DUT,28,31
DUT,29,32
DUT,30,27
DUT,31,31
DUT,32,29
DUT,33,25
DUT,34,31
DUT,35,29
DUT,36,30
DUT,37,28
DUT,38,31
DUT,39,27
DUT,40,33
DUT,41,31
DUT,42,20
DUT,43,14
DUT,44,12
DUT,45,13
DUT,46,14
DUT,47,11
DUT,48,11
DUT,49,12
DUT,50,8
DUT,51,11
DUT,52,11
DVL,1,22
DVL,2,23
DVL,3,21
DVL,4,21
DVL,5,21
DVL,6,23
DVL,7,24
DVL,8,23
DVL,9,24
DVL,10,20
DVL,11,19
DVL,12,23
DVL,13,22
DVL,14,22
DVL,15,20
DVL,16,24
DVL,17,23
DVL,18,22
DVL,19,22
DVL,20,24
DVL,21,23
DVL,22,23
DVL,23,23
DVL,24,24
DVL,25,24
DVL,26,24
DVL,27,22
DVL,28,23
DVL,29,24
DVL,30,24
DVL,31,22
DVL,32,21
DVL,33,24
DVL,34,23
DVL,35,24
DVL,36,23
DVL,37,24
DVL,38,24
DVL,39,23
DVL,40,21
DVL,41,17
DVL,42,23
DVL,43,23
DVL,44,23
DVL,45,22
DVL,46,22
DVL,47,24
DVL,48,15
DVL,49,24
DVL,50,22
DVL,51,24
DVL,52,22
EAR,1,17
EAR,2,12
EAR,3,11
EAR,4,10
EAR,5,12
EAR,6,12
EAR,7,12
EAR,8,11
EAR,9,11
EAR,10,11
EAR,11,8
EAR,12,12
EAR,13,12
EAR,14,12
EAR,15,10
EAR,16,12
EAR,17,12
EAR,18,12
EAR,19,12
EAR,20,12
EAR,21,11
EAR,22,8
EAR,23,12
EAR,24,13
EAR,25,11
EAR,26,12
EAR,27,12
EAR,28,13
EAR,29,12
EAR,30,13
EAR,31,12
EAR,32,12
EAR,33,13
EAR,34,13
EAR,35,13
EAR,36,20
EAR,37,25
EAR,38,25
EAR,39,25
EAR,40,25
EAR,41,25
EAR,42,25
EAR,43,25
EAR,44,23
EAR,45,25
EAR,46,25
EAR,47,25
EAR,48,18
EAR,49,30
EAR,50,32
EAR,51,32
EAR,52,30
EAT,1,50
EAT,2,33
EAT,3,35
EAT,4,36
EAT,5,39
EAT,6,33
EAT,7,36
EAT,8,38
EAT,9,38
EAT,10,36
EAT,11,40
EAT,12,40
EAT,13,40
EAT,14,40
EAT,15,40
EAT,16,39
EAT,17,40
EAT,18,40
EAT,19,40
EAT,20,41
EAT,21,47
EAT,22,46
EAT,23,51
EAT,24,54
EAT,25,53
EAT,26,53
EAT,27,53
EAT,28,53
EAT,29,53
EAT,30,52
EAT,31,53
EAT,32,54
EAT,33,46
EAT,34,44
EAT,35,39
EAT,36,46
EAT,37,40
EAT,38,40
EAT,39,38
EAT,40,40
EAT,41,41
EAT,42,40
EAT,43,40
EAT,44,37
EAT,45,47
EAT,46,51
EAT,47,47
EAT,48,44
EAT,49,48
EAT,50,45
EAT,51,52
EAT,52,48
EAU,1,30
EAU,2,24
EAU,3,25
EAU,4,24
EAU,5,18
EAU,6,19
EAU,7,26
EAU,8,26
EAU,9,28
EAU,10,27
EAU,11,27
EAU,12,28
EAU,13,28
EAU,14,27
EAU,15,25
EAU,16,27
EAU,17,26
EAU,18,27
EAU,19,28
EAU,20,28
EAU,21,28
EAU,22,24
EAU,23,28
EAU,24,28
EAU,25,28
EAU,26,27
EAU,27,27
EAU,28,28
EAU,29,25
EAU,30,28
EAU,31,28
EAU,32,28
EAU,33,26
EAU,34,27
EAU,35,27
EAU,36,26
EAU,37,26
EAU,38,28
EAU,39,26
EAU,40,27
EAU,41,28
EAU,42,28
EAU,43,28
EAU,44,28
EAU,45,28
EAU,46,27
EAU,47,26
EAU,48,24
EAU,49,28
EAU,50,26
EAU,51,28
EAU,52,26
ECP,1,184
ECP,2,162
ECP,3,161
ECP,4,171
ECP,5,164
ECP,6,170
ECP,7,166
ECP,8,171
ECP,9,177
ECP,10,218
ECP,11,231
ECP,12,235
ECP,13,234
ECP,14,233
ECP,15,241
ECP,16,242
ECP,17,238
ECP,18,246
ECP,19,252
ECP,20,247
ECP,21,252
ECP,22,248
ECP,23,272
ECP,24,290
ECP,25,287
ECP,26,291
ECP,27,282
ECP,28,288
ECP,29,289
ECP,30,288
ECP,31,287
ECP,32,254
ECP,33,247
ECP,34,251
ECP,35,237
ECP,36,256
ECP,37,257
ECP,38,252
ECP,39,259
ECP,40,242
ECP,41,168
ECP,42,201
ECP,43,219
ECP,44,211
ECP,45,199
ECP,46,206
ECP,47,212
ECP,48,201
ECP,49,195
ECP,50,197
ECP,51,210
ECP,52,200
EGE,1,269
EGE,2,200
EGE,3,198
EGE,4,200
EGE,5,198
EGE,6,187
EGE,7,200
EGE,8,212
EGE,9,205
EGE,10,205
EGE,11,199
EGE,12,203
EGE,13,197
EGE,14,55
EGE,15,32
EGE,16,33
EGE,17,32
EGE,18,34
EGE,19,35
EGE,20,35
EGE,21,33
EGE,22,33
EGE,23,41
EGE,24,47
EGE,25,48
EGE,26,49
EGE,27,44
EGE,28,46
EGE,29,49
EGE,30,49
EGE,31,49
EGE,32,49
EGE,33,48
EGE,34,49
EGE,35,45
EGE,36,45
EGE,37,42
EGE,38,42
EGE,39,42
EGE,40,36
EGE,41,26
EGE,42,30
EGE,43,29
EGE,44,22
EGE,45,22
EGE,46,24
EGE,47,31
EGE,48,35
EGE,49,39
EGE,50,42
EGE,51,192
EGE,52,254
EKO,1,27
EKO,2,20
EKO,3,25
EKO,4,25
EKO,5,25
EKO,6,24
EKO,7,25
EKO,8,26
EKO,9,26
EKO,10,26
EKO,11,26
EKO,12,26
EKO,13,26
EKO,14,26
EKO,15,26
EKO,16,26
EKO,17,26
EKO,18,26
EKO,19,25
EKO,20,26
EKO,21,25
EKO,22,26
EKO,23,24
EKO,24,24
EKO,25,26
EKO,26,25
EKO,27,21
EKO,28,24
EKO,29,24
EKO,30,24
EKO,31,24
EKO,32,24
EKO,33,26
EKO,34,26
EKO,35,26
EKO,36,26
EKO,37,26
EKO,38,26
EKO,39,26
EKO,40,26
EKO,41,26
EKO,42,26
EKO,43,26
EKO,44,26
EKO,45,26
EKO,46,26
EKO,47,23
EKO,48,24
EKO,49,26
EKO,50,25
EKO,51,26
EKO,52,26
ELM,1,97
ELM,2,88
ELM,3,86
ELM,4,84
ELM,5,89
ELM,6,87
ELM,7,86
ELM,8,98
ELM,9,95
ELM,10,95
ELM,11,94
ELM,12,95
ELM,13,97
ELM,14,97
ELM,15,109
ELM,16,107
ELM,17,110
ELM,18,107
ELM,19,99
ELM,20,103
ELM,21,97
ELM,22,101
ELM,23,105
ELM,24,105
ELM,25,105
ELM,26,105
ELM,27,92
ELM,28,109
ELM,29,107
ELM,30,107
ELM,31,105
ELM,32,108
ELM,33,106
ELM,34,106
ELM,35,100
ELM,36,96
ELM,37,103
ELM,38,104
ELM,39,104
ELM,40,105
ELM,41,106
ELM,42,104
ELM,43,102
ELM,44,94
ELM,45,102
ELM,46,106
ELM,47,102
ELM,48,101
ELM,49,104
ELM,50,104
ELM,51,111
ELM,52,104
ELP,1,821
ELP,2,638
ELP,3,622
ELP,4,643
ELP,5,627
ELP,6,637
ELP,7,646
ELP,8,672
ELP,9,682
ELP,10,687
ELP,11,665
ELP,12,681
ELP,13,678
ELP,14,683
ELP,15,725
ELP,16,732
ELP,17,741
ELP,18,726
ELP,19,728
ELP,20,743
ELP,21,730
ELP,22,739
ELP,23,725
ELP,24,747
ELP,25,734
ELP,26,748
ELP,27,694
ELP,28,753
ELP,29,749
ELP,30,752
ELP,31,740
ELP,32,735
ELP,33,719
ELP,34,748
ELP,35,722
ELP,36,730
ELP,37,749
ELP,38,739
ELP,39,751
ELP,40,756
ELP,41,740
ELP,42,746
ELP,43,744
ELP,44,717
ELP,45,747
ELP,46,763
ELP,47,760
ELP,48,726
ELP,49,748
ELP,50,745
ELP,51,792
ELP,52,756
ERI,1,90
ERI,2,87
ERI,3,86
ERI,4,87
ERI,5,86
ERI,6,84
ERI,7,87
ERI,8,88
ERI,9,84
ERI,10,89
ERI,11,90
ERI,12,90
ERI,13,94
ERI,14,92
ERI,15,93
ERI,16,92
ERI,17,92
ERI,18,96
ERI,19,101
ERI,20,98
ERI,21,96
ERI,22,96
ERI,23,96
ERI,24,98
ERI,25,100
ERI,26,94
ERI,27,80
ERI,28,100
ERI,29,97
ERI,30,96
ERI,31,98
ERI,32,98
ERI,33,100
ERI,34,100
ERI,35,99
ERI,36,100
ERI,37,100
ERI,38,101
ERI,39,100
ERI,40,100
ERI,41,101
ERI,42,102
ERI,43,100
ERI,44,96
ERI,45,91
ERI,46,91
ERI,47,89
ERI,48,89
ERI,49,93
ERI,50,92
ERI,51,92
ERI,52,80
ESC,1,24
ESC,2,19
ESC,3,24
ESC,4,19
ESC,5,24
ESC,6,19
ESC,7,21
ESC,8,21
ESC,9,23
ESC,10,23
ESC,11,21
ESC,12,24
ESC,13,24
ESC,14,23
ESC,15,22
ESC,16,24
ESC,17,24
ESC,18,24
ESC,19,24
ESC,20,24
ESC,21,24
ESC,22,24
ESC,23,24
ESC,24,24
ESC,25,24
ESC,26,24
ESC,27,23
ESC,28,23
ESC,29,23
ESC,30,24
ESC,31,24
ESC,32,24
ESC,33,24
ESC,34,24
ESC,35,24
ESC,36,24
ESC,37,24
ESC,38,24
ESC,39,24
ESC,40,24
ESC,41,23
ESC,42,24
ESC,43,24
ESC,44,24
ESC,45,24
ESC,46,23
ESC,47,24
ESC,48,22
ESC,49,24
ESC,50,23
ESC,51,24
ESC,52,21
EUG,1,350
EUG,2,296
EUG,3,294
EUG,4,302
EUG,5,292
EUG,6,296
EUG,7,291
EUG,8,307
EUG,9,270
EUG,10,310
EUG,11,309
EUG,12,321
EUG,13,324
EUG,14,326
EUG,15,320
EUG,16,318
EUG,17,322
EUG,18,322
EUG,19,319
EUG,20,326
EUG,21,322
EUG,22,328
EUG,23,346
EUG,24,360
EUG,25,361
EUG,26,362
EUG,27,344
EUG,28,364
EUG,29,362
EUG,30,363
EUG,31,359
EUG,32,360
EUG,33,356
EUG,34,351
EUG,35,330
EUG,36,337
EUG,37,341
EUG,38,343
EUG,39,337
EUG,40,339
EUG,41,346
EUG,42,343
EUG,43,341
EUG,44,317
EUG,45,331
EUG,46,334
EUG,47,335
EUG,48,321
EUG,49,314
EUG,50,323
EUG,51,335
EUG,52,334
EVV,1,203
EVV,2,175
EVV,3,185
EVV,4,189
EVV,5,172
EVV,6,185
EVV,7,184
EVV,8,194
EVV,9,201
EVV,10,202
EVV,11,199
EVV,12,203
EVV,13,201
EVV,14,215
EVV,15,211
EVV,16,213
EVV,17,213
EVV,18,211
EVV,19,213
EVV,20,213
EVV,21,214
EVV,22,210
EVV,23,215
EVV,24,223
EVV,25,213
EVV,26,218
EVV,27,194
EVV,28,221
EVV,29,221
EVV,30,230
EVV,31,225
EVV,32,225
EVV,33,220
EVV,34,219
EVV,35,204
EVV,36,200
EVV,37,212
EVV,38,216
EVV,39,210
EVV,40,215
EVV,41,214
EVV,42,218
EVV,43,214
EVV,44,206
EVV,45,217
EVV,46,211
EVV,47,199
EVV,48,198
EVV,49,211
EVV,50,211
EVV,51,207
EVV,52,168
EWN,1,97
EWN,2,96
EWN,3,89
EWN,4,95
EWN,5,91
EWN,6,90
EWN,7,96
EWN,8,93
EWN,9,96
EWN,10,105
EWN,11,104
EWN,12,104
EWN,13,105
EWN,14,98
EWN,15,95
EWN,16,94
EWN,17,97
EWN,18,98
EWN,19,96
EWN,20,95
EWN,21,94
EWN,22,94
EWN,23,95
EWN,24,90
EWN,25,88
EWN,26,100
EWN,27,97
EWN,28,101
EWN,29,99
EWN,30,92
EWN,31,99
EWN,32,99
EWN,33,97
EWN,34,100
EWN,35,95
EWN,36,91
EWN,37,64
EWN,38,94
EWN,39,103
EWN,40,104
EWN,41,99
EWN,42,104
EWN,43,103
EWN,44,101
EWN,45,99
EWN,46,98
EWN,47,100
EWN,48,105
EWN,49,92
EWN,50,89
EWN,51,96
EWN,52,84
EWR,1,6050
EWR,2,5463
EWR,3,5451
EWR,4,5416
EWR,5,5498
EWR,6,5393
EWR,7,5619
EWR,8,5870
EWR,9,5638
EWR,10,5666
EWR,11,6054
EWR,12,5704
EWR,13,6203
EWR,14,6062
EWR,15,6152
EWR,16,6015
EWR,17,6153
EWR,18,6167
EWR,19,6119
EWR,20,6057
EWR,21,6011
EWR,22,5924
EWR,23,6234
EWR,24,6161
EWR,25,6053
EWR,26,6177
EWR,27,5638
EWR,28,6179
EWR,29,5898
EWR,30,5845
EWR,31,5920
EWR,32,5730
EWR,33,5868
EWR,34,6101
EWR,35,6060
EWR,36,5962
EWR,37,6150
EWR,38,6172
EWR,39,6142
EWR,40,6277
EWR,41,6291
EWR,42,6337
EWR,43,6315
EWR,44,6024
EWR,45,6111
EWR,46,5946
EWR,47,6012
EWR,48,5860
EWR,49,5878
EWR,50,5960
EWR,51,6046
EWR,52,5749
EYW,1,284
EYW,2,223
EYW,3,220
EYW,4,221
EYW,5,224
EYW,6,223
EYW,7,239
EYW,8,251
EYW,9,249
EYW,10,266
EYW,11,268
EYW,12,265
EYW,13,267
EYW,14,245
EYW,15,233
EYW,16,237
EYW,17,239
EYW,18,212
EYW,19,193
EYW,20,190
EYW,21,177
EYW,22,191
EYW,23,181
EYW,24,161
EYW,25,158
EYW,26,158
EYW,27,164
EYW,28,158
EYW,29,160
EYW,30,160
EYW,31,159
EYW,32,153
EYW,33,147
EYW,34,149
EYW,35,143
EYW,36,147
EYW,37,148
EYW,38,149
EYW,39,149
EYW,40,162
EYW,41,168
EYW,42,172
EYW,43,172
EYW,44,169
EYW,45,180
EYW,46,180
EYW,47,184
EYW,48,200
EYW,49,198
EYW,50,195
EYW,51,248
EYW,52,285
FAI,1,198
FAI,2,175
FAI,3,176
FAI,4,179
FAI,5,176
FAI,6,173
FAI,7,177
FAI,8,178
FAI,9,177
FAI,10,177
FAI,11,170
FAI,12,168
FAI,13,171
FAI,14,169
FAI,15,169
FAI,16,170
FAI,17,171
FAI,18,177
FAI,19,179
FAI,20,182
FAI,21,191
FAI,22,196
FAI,23,214
FAI,24,226
FAI,25,227
FAI,26,229
FAI,27,225
FAI,28,228
FAI,29,228
FAI,30,226
FAI,31,227
FAI,32,226
FAI,33,227
FAI,34,214
FAI,35,193
FAI,36,176
FAI,37,171
FAI,38,174
FAI,39,173
FAI,40,170
FAI,41,165
FAI,42,163
FAI,43,166
FAI,44,163
FAI,45,154
FAI,46,160
FAI,47,158
FAI,48,159
FAI,49,156
FAI,50,154
FAI,51,157
FAI,52,162
FAR,1,274
FAR,2,245
FAR,3,243
FAR,4,245
FAR,5,215
FAR,6,228
FAR,7,263
FAR,8,257
FAR,9,285
FAR,10,282
FAR,11,279
FAR,12,304
FAR,13,297
FAR,14,297
FAR,15,259
FAR,16,283
FAR,17,288
FAR,18,279
FAR,19,280
FAR,20,281
FAR,21,275
FAR,22,277
FAR,23,294
FAR,24,296
FAR,25,287
FAR,26,284
FAR,27,243
FAR,28,297
FAR,29,287
FAR,30,288
FAR,31,290
FAR,32,293
FAR,33,279
FAR,34,258
FAR,35,245
FAR,36,226
FAR,37,262
FAR,38,263
FAR,39,261
FAR,40,279
FAR,41,280
FAR,42,297
FAR,43,299
FAR,44,264
FAR,45,290
FAR,46,286
FAR,47,277
FAR,48,248
FAR,49,281
FAR,50,281
FAR,51,298
FAR,52,245
FAT,1,510
FAT,2,412
FAT,3,416
FAT,4,423
FAT,5,418
FAT,6,425
FAT,7,428
FAT,8,434
FAT,9,426
FAT,10,433
FAT,11,430
FAT,12,432
FAT,13,442
FAT,14,464
FAT,15,480
FAT,16,481
FAT,17,486
FAT,18,480
FAT,19,479
FAT,20,472
FAT,21,477
FAT,22,487
FAT,23,490
FAT,24,496
FAT,25,489
FAT,26,495
FAT,27,470
FAT,28,492
FAT,29,491
FAT,30,494
FAT,31,484
FAT,32,496
FAT,33,496
FAT,34,491
FAT,35,476
FAT,36,495
FAT,37,492
FAT,38,497
FAT,39,494
FAT,40,495
FAT,41,491
FAT,42,500
FAT,43,493
FAT,44,471
FAT,45,484
FAT,46,480
FAT,47,472
FAT,48,464
FAT,49,466
FAT,50,461
FAT,51,486
FAT,52,468
FAY,1,174
FAY,2,162
FAY,3,153
FAY,4,161
FAY,5,161
FAY,6,164
FAY,7,160
FAY,8,160
FAY,9,164
FAY,10,165
FAY,11,158
FAY,12,153
FAY,13,156
FAY,14,157
FAY,15,160
FAY,16,161
FAY,17,164
FAY,18,169
FAY,19,179
FAY,20,179
FAY,21,177
FAY,22,180
FAY,23,179
FAY,24,171
FAY,25,162
FAY,26,182
FAY,27,160
FAY,28,171
FAY,29,173
FAY,30,167
FAY,31,169
FAY,32,178
FAY,33,179
FAY,34,174
FAY,35,168
FAY,36,165
FAY,37,118
FAY,38,164
FAY,39,174
FAY,40,173
FAY,41,167
FAY,42,174
FAY,43,177
FAY,44,170
FAY,45,171
FAY,46,174
FAY,47,172
FAY,48,171
FAY,49,162
FAY,50,164
FAY,51,169
FAY,52,144
FCA,1,204
FCA,2,129
FCA,3,130
FCA,4,135
FCA,5,127
FCA,6,127
FCA,7,134
FCA,8,139
FCA,9,139
FCA,10,143
FCA,11,148
FCA,12,152
FCA,13,149
FCA,14,138
FCA,15,134
FCA,16,138
FCA,17,139
FCA,18,145
FCA,19,145
FCA,20,146
FCA,21,146
FCA,22,149
FCA,23,202
FCA,24,229
FCA,25,233
FCA,26,263
FCA,27,257
FCA,28,271
FCA,29,271
FCA,30,274
FCA,31,278
FCA,32,282
FCA,33,275
FCA,34,261
FCA,35,236
FCA,36,196
FCA,37,186
FCA,38,187
FCA,39,185
FCA,40,158
FCA,41,145
FCA,42,143
FCA,43,141
FCA,44,120
FCA,45,129
FCA,46,131
FCA,47,127
FCA,48,118
FCA,49,123
FCA,50,124
FCA,51,169
FCA,52,194
FLG,1,68
FLG,2,46
FLG,3,42
FLG,4,46
FLG,5,46
FLG,6,44
FLG,7,42
FLG,8,29
FLG,9,47
FLG,10,48
FLG,11,47
FLG,12,49
FLG,13,50
FLG,14,77
FLG,15,80
FLG,16,79
FLG,17,82
FLG,18,83
FLG,19,83
FLG,20,82
FLG,21,81
FLG,22,88
FLG,23,84
FLG,24,79
FLG,25,76
FLG,26,78
FLG,27,82
FLG,28,86
FLG,29,85
FLG,30,86
FLG,31,84
FLG,32,79
FLG,33,78
FLG,34,75
FLG,35,75
FLG,36,73
FLG,37,73
FLG,38,73
FLG,39,73
FLG,40,75
FLG,41,78
FLG,42,77
FLG,43,76
FLG,44,75
FLG,45,75
FLG,46,75
FLG,47,75
FLG,48,55
FLG,49,72
FLG,50,74
FLG,51,81
FLG,52,59
FLL,1,4592
FLL,2,3838
FLL,3,3715
FLL,4,3809
FLL,5,3759
FLL,6,3798
FLL,7,3929
FLL,8,4087
FLL,9,3960
FLL,10,4092
FLL,11,4196
FLL,12,4152
FLL,13,4240
FLL,14,4138
FLL,15,3922
FLL,16,3835
FLL,17,3878
FLL,18,3740
FLL,19,3677
FLL,20,3635
FLL,21,3649
FLL,22,3652
FLL,23,3664
FLL,24,3586
FLL,25,3564
FLL,26,3597
FLL,27,3467
FLL,28,3585
FLL,29,3578
FLL,30,3551
FLL,31,3560
FLL,32,3469
FLL,33,3393
FLL,34,3364
FLL,35,3267
FLL,36,2926
FLL,37,3220
FLL,38,3230
FLL,39,3244
FLL,40,3352
FLL,41,3400
FLL,42,3448
FLL,43,3441
FLL,44,3444
FLL,45,3756
FLL,46,3868
FLL,47,4009
FLL,48,3889
FLL,49,3752
FLL,50,3771
FLL,51,4187
FLL,52,4428
FLO,1,44
FLO,2,39
FLO,3,34
FLO,4,38
FLO,5,38
FLO,6,37
FLO,7,41
FLO,8,46
FLO,9,45
FLO,10,45
FLO,11,49
FLO,12,47
FLO,13,46
FLO,14,48
FLO,15,45
FLO,16,48
FLO,17,47
FLO,18,52
FLO,19,57
FLO,20,55
FLO,21,59
FLO,22,58
FLO,23,51
FLO,24,52
FLO,25,45
FLO,26,50
FLO,27,48
FLO,28,48
FLO,29,52
FLO,30,49
FLO,31,45
FLO,32,48
FLO,33,47
FLO,34,48
FLO,35,46
FLO,36,44
FLO,37,37
FLO,38,50
FLO,39,48
FLO,40,52
FLO,41,48
FLO,42,52
FLO,43,51
FLO,44,48
FLO,45,51
FLO,46,51
