dest,week,arriving_flights_per_week
CVG,9,1862
CVG,10,1945
CVG,11,1975
CVG,12,1943
CVG,13,2007
CVG,14,1978
CVG,15,1990
CVG,16,1974
CVG,17,1998
CVG,18,2041
CVG,19,2061
CVG,20,2065
CVG,21,2004
CVG,22,2022
CVG,23,2140
CVG,24,2154
CVG,25,2134
CVG,26,2123
CVG,27,1695
CVG,28,2177
CVG,29,2140
CVG,30,2147
CVG,31,2133
CVG,32,2124
CVG,33,2048
CVG,34,2028
CVG,35,1933
CVG,36,1836
CVG,37,2028
CVG,38,2030
CVG,39,2021
CVG,40,2051
CVG,41,2050
CVG,42,2074
CVG,43,2043
CVG,44,1753
CVG,45,1995
CVG,46,1962
CVG,47,1866
CVG,48,1837
CVG,49,1891
CVG,50,1890
CVG,51,1913
CVG,52,1574
CWA,1,122
CWA,2,114
CWA,3,109
CWA,4,111
CWA,5,90
CWA,6,98
CWA,7,107
CWA,8,117
CWA,9,128
CWA,10,130
CWA,11,126
CWA,12,134
CWA,13,133
CWA,14,132
CWA,15,125
CWA,16,139
CWA,17,142
CWA,18,137
CWA,19,139
CWA,20,139
CWA,21,137
CWA,22,139
CWA,23,138
CWA,24,139
CWA,25,135
CWA,26,130
CWA,27,113
CWA,28,145
CWA,29,140
CWA,30,145
CWA,31,139
CWA,32,135
CWA,33,136
CWA,34,137
CWA,35,123
CWA,36,133
CWA,37,138
CWA,38,139
CWA,39,136
CWA,40,137
CWA,41,144
CWA,42,144
CWA,43,143
CWA,44,129
CWA,45,148
CWA,46,142
CWA,47,125
CWA,48,114
CWA,49,127
CWA,50,124
CWA,51,131
CWA,52,92
CYS,1,9
CYS,2,7
CYS,3,7
CYS,4,7
CYS,5,6
CYS,6,6
CYS,7,7
CYS,8,7
CYS,9,7
CYS,10,6
CYS,11,4
CYS,12,7
CYS,13,7
CYS,14,7
CYS,15,5
CYS,16,7
CYS,17,7
CYS,18,9
CYS,19,12
CYS,20,13
CYS,21,13
CYS,22,13
CYS,23,13
CYS,24,13
CYS,25,7
CYS,26,13
CYS,27,12
CYS,28,12
CYS,29,14
CYS,30,14
CYS,31,14
CYS,32,14
CYS,33,14
CYS,34,14
CYS,35,13
CYS,36,14
CYS,37,14
CYS,38,14
CYS,39,14
CYS,40,9
CYS,41,5
CYS,42,7
CYS,43,7
CYS,44,8
CYS,45,14
CYS,46,13
CYS,47,14
CYS,48,9
CYS,49,14
CYS,50,14
CYS,51,14
CYS,52,13
DAB,1,137
DAB,2,116
DAB,3,110
DAB,4,117
DAB,5,114
DAB,6,118
DAB,7,127
DAB,8,140
DAB,9,142
DAB,10,150
DAB,11,151
DAB,12,149
DAB,13,151
DAB,14,141
DAB,15,140
DAB,16,139
DAB,17,140
DAB,18,136
DAB,19,131
DAB,20,132
DAB,21,128
DAB,22,133
DAB,23,134
DAB,24,131
DAB,25,128
DAB,26,136
DAB,27,124
DAB,28,138
DAB,29,134
DAB,30,136
DAB,31,135
DAB,32,138
DAB,33,131
DAB,34,127
DAB,35,118
DAB,36,97
DAB,37,127
DAB,38,131
DAB,39,131
DAB,40,128
DAB,41,128
DAB,42,129
DAB,43,128
DAB,44,117
DAB,45,127
DAB,46,130
DAB,47,129
DAB,48,117
DAB,49,113
DAB,50,115
DAB,51,128
DAB,52,126
DAL,1,3009
DAL,2,2736
DAL,3,2691
DAL,4,2769
DAL,5,2607
DAL,6,2728
DAL,7,2660
DAL,8,2638
DAL,9,2665
DAL,10,2749
DAL,11,2763
DAL,12,2754
DAL,13,2760
DAL,14,2714
DAL,15,2686
DAL,16,2651
DAL,17,2630
DAL,18,2606
DAL,19,2664
DAL,20,2677
DAL,21,2639
DAL,22,2594
DAL,23,2685
DAL,24,2801
DAL,25,2739
DAL,26,2806
DAL,27,2603
DAL,28,2741
DAL,29,2815
DAL,30,2800
DAL,31,2796
DAL,32,2753
DAL,33,2761
DAL,34,2781
DAL,35,2553
DAL,36,2712
DAL,37,2787
DAL,38,2720
DAL,39,2778
DAL,40,2786
DAL,41,2680
DAL,42,2772
DAL,43,2766
DAL,44,2688
DAL,45,2755
DAL,46,2798
DAL,47,2754
DAL,48,2649
DAL,49,2727
DAL,50,2736
DAL,51,2850
DAL,52,2628
DAY,1,628
DAY,2,590
DAY,3,577
DAY,4,601
DAY,5,566
DAY,6,587
DAY,7,593
DAY,8,621
DAY,9,619
DAY,10,639
DAY,11,643
DAY,12,624
DAY,13,635
DAY,14,665
DAY,15,645
DAY,16,652
DAY,17,664
DAY,18,654
DAY,19,647
DAY,20,641
DAY,21,632
DAY,22,626
DAY,23,671
DAY,24,656
DAY,25,623
DAY,26,661
DAY,27,568
DAY,28,674
DAY,29,661
DAY,30,671
DAY,31,668
DAY,32,667
DAY,33,655
DAY,34,657
DAY,35,633
DAY,36,666
DAY,37,674
DAY,38,685
DAY,39,673
DAY,40,673
DAY,41,670
DAY,42,676
DAY,43,669
DAY,44,638
DAY,45,669
DAY,46,652
DAY,47,639
DAY,48,623
DAY,49,645
DAY,50,639
DAY,51,641
DAY,52,548
DBQ,1,43
DBQ,2,37
DBQ,3,36
DBQ,4,36
DBQ,5,24
DBQ,6,31
DBQ,7,33
DBQ,8,33
DBQ,9,40
DBQ,10,39
DBQ,11,38
DBQ,12,38
DBQ,13,40
DBQ,14,39
DBQ,15,38
DBQ,16,39
DBQ,17,39
DBQ,18,35
DBQ,19,34
DBQ,20,32
DBQ,21,32
DBQ,22,33
DBQ,23,37
DBQ,24,39
DBQ,25,36
DBQ,26,36
DBQ,27,34
DBQ,28,40
DBQ,29,36
DBQ,30,40
DBQ,31,40
DBQ,32,39
DBQ,33,37
DBQ,34,36
DBQ,35,36
DBQ,36,41
DBQ,37,39
DBQ,38,40
DBQ,39,37
DBQ,40,41
DBQ,41,41
DBQ,42,40
DBQ,43,41
DBQ,44,38
DBQ,45,41
DBQ,46,39
DBQ,47,35
DBQ,48,34
DBQ,49,39
DBQ,50,40
DBQ,51,42
DBQ,52,36
DCA,1,4963
DCA,2,4943
DCA,3,5248
DCA,4,5396
DCA,5,5245
DCA,6,5391
DCA,7,5401
DCA,8,5300
DCA,9,5152
DCA,10,5495
DCA,11,5523
DCA,12,5134
DCA,13,5608
DCA,14,5545
DCA,15,5548
DCA,16,5535
DCA,17,5555
DCA,18,5505
DCA,19,5531
DCA,20,5428
DCA,21,5322
DCA,22,5234
DCA,23,5525
DCA,24,5435
DCA,25,5235
DCA,26,5440
DCA,27,4747
DCA,28,5421
DCA,29,5351
DCA,30,5287
DCA,31,5331
DCA,32,5273
DCA,33,5361
DCA,34,5346
DCA,35,5306
DCA,36,5244
DCA,37,5500
DCA,38,5524
DCA,39,5518
DCA,40,5584
DCA,41,5535
DCA,42,5550
DCA,43,5520
DCA,44,5275
DCA,45,5594
DCA,46,5479
DCA,47,5186
DCA,48,5081
DCA,49,5510
DCA,50,5500
DCA,51,5535
DCA,52,4248
DEN,1,11313
DEN,2,9229
DEN,3,9085
DEN,4,9240
DEN,5,9106
DEN,6,9183
DEN,7,9304
DEN,8,9443
DEN,9,9485
DEN,10,9860
DEN,11,9171
DEN,12,10127
DEN,13,10142
DEN,14,10018
DEN,15,9631
DEN,16,10068
DEN,17,10202
DEN,18,10340
DEN,19,10423
DEN,20,10446
DEN,21,10103
DEN,22,10270
DEN,23,10869
DEN,24,11489
DEN,25,11073
DEN,26,11462
DEN,27,10610
DEN,28,11562
DEN,29,11572
DEN,30,11472
DEN,31,11412
DEN,32,11372
DEN,33,11362
DEN,34,11110
DEN,35,10632
DEN,36,10846
DEN,37,11005
DEN,38,11029
DEN,39,11065
DEN,40,11052
DEN,41,10961
DEN,42,11056
DEN,43,11011
DEN,44,9992
DEN,45,10608
DEN,46,10487
DEN,47,10229
DEN,48,9383
DEN,49,10057
DEN,50,10030
DEN,51,10757
DEN,52,10318
DFW,1,11978
DFW,2,9954
DFW,3,9780
DFW,4,10043
DFW,5,9986
DFW,6,9939
DFW,7,10246
DFW,8,10129
DFW,9,10464
DFW,10,10657
DFW,11,10552
DFW,12,10718
DFW,13,10500
DFW,14,10524
DFW,15,10188
DFW,16,10526
DFW,17,10854
DFW,18,10705
DFW,19,11132
DFW,20,11045
DFW,21,10987
DFW,22,10853
DFW,23,11328
DFW,24,11533
DFW,25,11513
DFW,26,11905
DFW,27,10179
DFW,28,11546
DFW,29,12114
DFW,30,12112
DFW,31,12023
DFW,32,11990
DFW,33,11803
DFW,34,11565
DFW,35,10821
DFW,36,10923
DFW,37,11299
DFW,38,10958
DFW,39,11347
DFW,40,11303
DFW,41,10704
DFW,42,11205
DFW,43,10940
DFW,44,10775
DFW,45,11176
DFW,46,11214
DFW,47,11134
DFW,48,10683
DFW,49,10840
DFW,50,10561
DFW,51,11155
DFW,52,10256
DHN,1,52
DHN,2,52
DHN,3,51
DHN,4,54
DHN,5,50
DHN,6,54
DHN,7,50
DHN,8,54
DHN,9,54
DHN,10,53
DHN,11,54
DHN,12,54
DHN,13,54
DHN,14,54
DHN,15,54
DHN,16,54
DHN,17,54
DHN,18,54
DHN,19,54
DHN,20,54
DHN,21,52
DHN,22,54
DHN,23,54
DHN,24,54
DHN,25,54
DHN,26,51
DHN,27,45
DHN,28,54
DHN,29,54
DHN,30,54
DHN,31,52
DHN,32,54
DHN,33,54
DHN,34,54
DHN,35,48
DHN,36,42
DHN,37,54
DHN,38,54
DHN,39,54
DHN,40,54
DHN,41,51
DHN,42,54
DHN,43,53
DHN,44,44
DHN,45,54
DHN,46,53
DHN,47,52
DHN,48,53
DHN,49,54
DHN,50,53
DHN,51,56
DHN,52,48
DIK,1,27
DIK,2,24
DIK,3,21
DIK,4,24
DIK,5,22
DIK,6,23
DIK,7,25
DIK,8,24
DIK,9,22
DIK,10,23
DIK,11,20
DIK,12,23
DIK,13,25
DIK,14,26
DIK,15,21
DIK,16,24
DIK,17,24
DIK,18,23
DIK,19,24
DIK,20,22
DIK,21,24
DIK,22,23
DIK,23,22
DIK,24,24
DIK,25,20
DIK,26,24
DIK,27,23
DIK,28,24
DIK,29,24
DIK,30,23
DIK,31,22
DIK,32,24
DIK,33,24
DIK,34,25
DIK,35,24
DIK,36,23
DIK,37,24
DIK,38,24
DIK,39,24
DIK,40,22
DIK,41,22
DIK,42,24
DIK,43,25
DIK,44,23
DIK,45,26
DIK,46,25
DIK,47,26
DIK,48,16
DIK,49,25
DIK,50,24
DIK,51,28
DIK,52,26
DLG,22,1
DLG,23,11
DLG,24,14
DLG,25,14
DLG,26,14
DLG,27,14
DLG,28,14
DLG,29,14
DLG,30,14
DLG,31,13
DLG,32,13
DLG,33,14
DLG,34,12
DLG,35,1
DLH,1,106
DLH,2,83
DLH,3,83
DLH,4,83
DLH,5,76
DLH,6,75
DLH,7,80
DLH,8,81
DLH,9,90
DLH,10,104
DLH,11,103
DLH,12,109
DLH,13,108
DLH,14,100
DLH,15,88
DLH,16,108
DLH,17,106
DLH,18,102
DLH,19,103
DLH,20,106
DLH,21,106
DLH,22,112
DLH,23,129
DLH,24,140
DLH,25,133
DLH,26,135
DLH,27,118
DLH,28,136
DLH,29,130
DLH,30,136
DLH,31,137
DLH,32,141
DLH,33,136
DLH,34,136
DLH,35,130
DLH,36,121
DLH,37,131
DLH,38,135
DLH,39,139
DLH,40,132
DLH,41,140
DLH,42,143
DLH,43,135
DLH,44,113
DLH,45,128
DLH,46,124
DLH,47,119
DLH,48,95
DLH,49,115
DLH,50,111
DLH,51,119
DLH,52,107
DRO,1,171
DRO,2,139
DRO,3,137
DRO,4,141
DRO,5,141
DRO,6,137
DRO,7,130
DRO,8,131
DRO,9,143
DRO,10,141
DRO,11,136
DRO,12,148
DRO,13,147
DRO,14,141
DRO,15,137
DRO,16,141
DRO,17,143
DRO,18,138
DRO,19,145
DRO,20,144
DRO,21,140
DRO,22,144
DRO,23,163
DRO,24,180
DRO,25,179
DRO,26,177
DRO,27,154
DRO,28,183
DRO,29,180
DRO,30,181
DRO,31,175
DRO,32,183
DRO,33,179
DRO,34,171
DRO,35,165
DRO,36,156
DRO,37,157
DRO,38,156
DRO,39,157
DRO,40,161
DRO,41,159
DRO,42,163
DRO,43,164
DRO,44,144
DRO,45,154
DRO,46,154
DRO,47,156
DRO,48,137
DRO,49,145
DRO,50,141
DRO,51,163
DRO,52,146
DRT,1,16
DRT,2,13
DRT,3,14
DRT,4,14
DRT,5,14
DRT,6,14
DRT,7,14
DRT,8,14
DRT,9,14
DRT,10,14
DRT,11,14
DRT,12,14
DRT,13,14
DRT,14,14
DRT,15,13
DRT,16,14
DRT,17,14
DRT,18,13
DRT,19,14
DRT,20,13
DRT,21,13
DRT,22,12
DRT,23,14
DRT,24,13
DRT,25,13
DRT,26,14
DRT,27,12
DRT,28,13
DRT,29,14
DRT,30,14
DRT,31,14
DRT,32,14
DRT,33,14
DRT,34,13
DRT,35,12
DRT,36,14
DRT,37,14
DRT,38,14
DRT,39,14
DRT,40,14
DRT,41,14
DRT,42,14
DRT,43,14
DRT,44,16
DRT,45,28
DRT,46,28
DRT,47,27
DRT,48,26
DRT,49,28
DRT,50,27
DRT,51,28
DRT,52,27
DSM,1,697
DSM,2,626
DSM,3,598
DSM,4,610
DSM,5,564
DSM,6,611
DSM,7,624
DSM,8,649
DSM,9,670
DSM,10,681
DSM,11,684
DSM,12,692
DSM,13,681
DSM,14,695
DSM,15,668
DSM,16,674
DSM,17,684
DSM,18,683
DSM,19,681
DSM,20,688
DSM,21,673
DSM,22,682
DSM,23,696
DSM,24,712
DSM,25,709
DSM,26,696
DSM,27,611
DSM,28,715
DSM,29,700
DSM,30,715
DSM,31,709
DSM,32,719
DSM,33,694
DSM,34,668
DSM,35,621
DSM,36,644
DSM,37,683
DSM,38,681
DSM,39,676
DSM,40,680
DSM,41,680
DSM,42,685
DSM,43,677
DSM,44,631
DSM,45,668
DSM,46,678
DSM,47,656
DSM,48,647
DSM,49,685
DSM,50,690
DSM,51,712
DSM,52,657
DTW,1,6414
DTW,2,6163
DTW,3,6107
DTW,4,5988
DTW,5,5971
DTW,6,5895
DTW,7,5947
DTW,8,6340
DTW,9,6378
DTW,10,6825
DTW,11,6864
DTW,12,6852
DTW,13,6917
DTW,14,6817
DTW,15,6758
DTW,16,6744
DTW,17,6841
DTW,18,6856
DTW,19,6746
DTW,20,6907
DTW,21,6584
DTW,22,6778
DTW,23,6978
DTW,24,7129
DTW,25,7135
DTW,26,7087
DTW,27,5906
DTW,28,7259
DTW,29,7102
DTW,30,7264
DTW,31,7241
DTW,32,7256
DTW,33,7147
DTW,34,7063
DTW,35,6670
DTW,36,6265
DTW,37,6953
DTW,38,6972
DTW,39,6967
DTW,40,6955
DTW,41,6949
DTW,42,6973
DTW,43,6832
DTW,44,5951
DTW,45,6711
DTW,46,6780
DTW,47,6555
DTW,48,6295
DTW,49,6540
DTW,50,6523
DTW,51,6753
DTW,52,5902
DUT,1,51
DUT,2,52
DUT,3,33
DUT,4,19
DUT,5,23
DUT,6,13
DUT,7,22
DUT,8,21
DUT,9,28
DUT,10,21
DUT,11,20
DUT,12,23
DUT,13,24
DUT,14,26
DUT,15,29
DUT,16,28
DUT,17,27
DUT,18,24
DUT,19,28
DUT,20,26
DUT,21,26
DUT,22,43
DUT,23,46
DUT,24,28
DUT,25,26
DUT,26,23
DUT,27,31
DUT,28,31
DUT,29,32
DUT,30,27
DUT,31,31
DUT,32,28
DUT,33,25
DUT,34,31
DUT,35,29
DUT,36,31
DUT,37,29
DUT,38,31
DUT,39,27
DUT,40,34
DUT,41,32
DUT,42,20
DUT,43,14
DUT,44,12
DUT,45,13
DUT,46,14
DUT,47,11
DUT,48,11
DUT,49,12
DUT,50,9
DUT,51,11
DUT,52,11
DVL,1,24
DVL,2,22
DVL,3,21
DVL,4,22
DVL,5,22
DVL,6,23
DVL,7,24
DVL,8,23
DVL,9,23
DVL,10,22
DVL,11,20
DVL,12,22
DVL,13,21
DVL,14,23
DVL,15,22
DVL,16,24
DVL,17,23
DVL,18,21
DVL,19,24
DVL,20,24
DVL,21,23
DVL,22,24
DVL,23,23
DVL,24,24
DVL,25,23
DVL,26,24
DVL,27,23
DVL,28,24
DVL,29,23
DVL,30,23
DVL,31,23
DVL,32,23
DVL,33,24
DVL,34,22
DVL,35,24
DVL,36,24
DVL,37,24
DVL,38,24
DVL,39,24
DVL,40,22
DVL,41,18
DVL,42,24
DVL,43,23
DVL,44,24
DVL,45,23
DVL,46,22
DVL,47,23
DVL,48,15
DVL,49,24
DVL,50,22
DVL,51,24
DVL,52,21
EAR,1,17
EAR,2,11
EAR,3,11
EAR,4,10
EAR,5,12
EAR,6,12
EAR,7,12
EAR,8,11
EAR,9,11
EAR,10,11
EAR,11,8
EAR,12,12
EAR,13,12
EAR,14,12
EAR,15,10
EAR,16,11
EAR,17,11
EAR,18,12
EAR,19,12
EAR,20,12
EAR,21,10
EAR,22,9
EAR,23,11
EAR,24,13
EAR,25,13
EAR,26,13
EAR,27,12
EAR,28,12
EAR,29,12
EAR,30,13
EAR,31,13
EAR,32,12
EAR,33,13
EAR,34,13
EAR,35,13
EAR,36,21
EAR,37,25
EAR,38,25
EAR,39,25
EAR,40,25
EAR,41,25
EAR,42,25
EAR,43,25
EAR,44,23
EAR,45,25
EAR,46,25
EAR,47,25
EAR,48,18
EAR,49,29
EAR,50,31
EAR,51,33
EAR,52,30
EAT,1,51
EAT,2,34
EAT,3,34
EAT,4,36
EAT,5,38
EAT,6,29
EAT,7,35
EAT,8,38
EAT,9,38
EAT,10,36
EAT,11,40
EAT,12,40
EAT,13,40
EAT,14,40
EAT,15,40
EAT,16,39
EAT,17,40
EAT,18,40
EAT,19,40
EAT,20,41
EAT,21,47
EAT,22,47
EAT,23,51
EAT,24,54
EAT,25,53
EAT,26,52
EAT,27,53
EAT,28,52
EAT,29,54
EAT,30,54
EAT,31,52
EAT,32,54
EAT,33,45
EAT,34,44
EAT,35,39
EAT,36,46
EAT,37,38
EAT,38,40
EAT,39,39
EAT,40,40
EAT,41,41
EAT,42,39
EAT,43,40
EAT,44,36
EAT,45,45
EAT,46,52
EAT,47,48
EAT,48,42
EAT,49,48
EAT,50,45
EAT,51,50
EAT,52,49
EAU,1,30
EAU,2,24
EAU,3,24
EAU,4,24
EAU,5,18
EAU,6,20
EAU,7,25
EAU,8,25
EAU,9,28
EAU,10,25
EAU,11,27
EAU,12,28
EAU,13,28
EAU,14,27
EAU,15,24
EAU,16,28
EAU,17,26
EAU,18,26
EAU,19,28
EAU,20,27
EAU,21,27
EAU,22,27
EAU,23,28
EAU,24,28
EAU,25,28
EAU,26,28
EAU,27,26
EAU,28,28
EAU,29,25
EAU,30,28
EAU,31,28
EAU,32,28
EAU,33,26
EAU,34,27
EAU,35,27
EAU,36,27
EAU,37,27
EAU,38,28
EAU,39,25
EAU,40,26
EAU,41,28
EAU,42,28
EAU,43,27
EAU,44,28
EAU,45,28
EAU,46,27
EAU,47,25
EAU,48,22
EAU,49,28
EAU,50,26
EAU,51,28
EAU,52,26
ECP,1,186
ECP,2,163
ECP,3,161
ECP,4,171
ECP,5,163
ECP,6,171
ECP,7,167
ECP,8,171
ECP,9,178
ECP,10,218
ECP,11,232
ECP,12,235
ECP,13,235
ECP,14,232
ECP,15,241
ECP,16,243
ECP,17,241
ECP,18,246
ECP,19,249
ECP,20,252
ECP,21,254
ECP,22,248
ECP,23,275
ECP,24,291
ECP,25,289
ECP,26,291
ECP,27,281
ECP,28,289
ECP,29,288
ECP,30,282
ECP,31,287
ECP,32,254
ECP,33,247
ECP,34,253
ECP,35,240
ECP,36,255
ECP,37,257
ECP,38,256
ECP,39,260
ECP,40,243
ECP,41,164
ECP,42,201
ECP,43,215
ECP,44,212
ECP,45,198
ECP,46,206
ECP,47,211
ECP,48,201
ECP,49,197
ECP,50,198
ECP,51,209
ECP,52,200
EGE,1,269
EGE,2,201
EGE,3,191
EGE,4,200
EGE,5,198
EGE,6,183
EGE,7,198
EGE,8,208
EGE,9,197
EGE,10,202
EGE,11,202
EGE,12,204
EGE,13,196
EGE,14,54
EGE,15,32
EGE,16,32
EGE,17,31
EGE,18,34
EGE,19,35
EGE,20,33
EGE,21,33
EGE,22,34
EGE,23,42
EGE,24,48
EGE,25,48
EGE,26,49
EGE,27,45
EGE,28,47
EGE,29,49
EGE,30,49
EGE,31,49
EGE,32,49
EGE,33,48
EGE,34,48
EGE,35,46
EGE,36,44
EGE,37,42
EGE,38,42
EGE,39,42
EGE,40,36
EGE,41,28
EGE,42,30
EGE,43,28
EGE,44,21
EGE,45,23
EGE,46,23
EGE,47,30
EGE,48,34
EGE,49,40
EGE,50,40
EGE,51,198
EGE,52,256
EKO,1,27
EKO,2,21
EKO,3,25
EKO,4,25
EKO,5,24
EKO,6,23
EKO,7,24
EKO,8,26
EKO,9,26
EKO,10,26
EKO,11,25
EKO,12,26
EKO,13,26
EKO,14,26
EKO,15,26
EKO,16,26
EKO,17,26
EKO,18,26
EKO,19,26
EKO,20,26
EKO,21,24
EKO,22,26
EKO,23,24
EKO,24,24
EKO,25,26
EKO,26,25
EKO,27,21
EKO,28,24
EKO,29,24
EKO,30,24
EKO,31,24
EKO,32,24
EKO,33,26
EKO,34,26
EKO,35,26
EKO,36,26
EKO,37,26
EKO,38,26
EKO,39,26
EKO,40,26
EKO,41,26
EKO,42,26
EKO,43,26
EKO,44,26
EKO,45,26
EKO,46,26
EKO,47,23
EKO,48,24
EKO,49,24
EKO,50,26
EKO,51,26
EKO,52,25
ELM,1,93
ELM,2,85
ELM,3,87
ELM,4,85
ELM,5,88
ELM,6,88
ELM,7,86
ELM,8,97
ELM,9,96
ELM,10,95
ELM,11,94
ELM,12,94
ELM,13,97
ELM,14,97
ELM,15,110
ELM,16,108
ELM,17,108
ELM,18,107
ELM,19,100
ELM,20,103
ELM,21,97
ELM,22,101
ELM,23,104
ELM,24,104
ELM,25,104
ELM,26,105
ELM,27,91
ELM,28,108
ELM,29,106
ELM,30,104
ELM,31,102
ELM,32,106
ELM,33,106
ELM,34,107
ELM,35,99
ELM,36,98
ELM,37,103
ELM,38,102
ELM,39,102
ELM,40,104
ELM,41,106
ELM,42,104
ELM,43,102
ELM,44,92
ELM,45,101
ELM,46,104
ELM,47,101
ELM,48,99
ELM,49,106
ELM,50,105
ELM,51,111
ELM,52,103
ELP,1,822
ELP,2,640
ELP,3,625
ELP,4,643
ELP,5,625
ELP,6,640
ELP,7,646
ELP,8,671
ELP,9,683
ELP,10,688
ELP,11,666
ELP,12,682
ELP,13,679
ELP,14,692
ELP,15,727
ELP,16,733
ELP,17,741
ELP,18,734
ELP,19,732
ELP,20,744
ELP,21,734
ELP,22,735
ELP,23,727
ELP,24,750
ELP,25,745
ELP,26,755
ELP,27,694
ELP,28,746
ELP,29,757
ELP,30,751
ELP,31,746
ELP,32,730
ELP,33,716
ELP,34,748
ELP,35,718
ELP,36,736
ELP,37,754
ELP,38,740
ELP,39,754
ELP,40,757
ELP,41,742
ELP,42,748
ELP,43,747
ELP,44,720
ELP,45,749
ELP,46,761
ELP,47,760
ELP,48,726
ELP,49,752
ELP,50,744
ELP,51,794
ELP,52,756
ERI,1,88
ERI,2,87
ERI,3,85
ERI,4,87
ERI,5,87
ERI,6,86
ERI,7,86
ERI,8,86
ERI,9,84
ERI,10,89
ERI,11,90
ERI,12,91
ERI,13,94
ERI,14,93
ERI,15,93
ERI,16,93
ERI,17,93
ERI,18,97
ERI,19,101
ERI,20,102
ERI,21,97
ERI,22,98
ERI,23,95
ERI,24,98
ERI,25,97
ERI,26,93
ERI,27,84
ERI,28,100
ERI,29,97
ERI,30,96
ERI,31,98
ERI,32,100
ERI,33,98
ERI,34,101
ERI,35,98
ERI,36,100
ERI,37,101
ERI,38,101
ERI,39,99
ERI,40,100
ERI,41,101
ERI,42,102
ERI,43,101
ERI,44,98
ERI,45,93
ERI,46,91
ERI,47,89
ERI,48,89
ERI,49,93
ERI,50,91
ERI,51,92
ERI,52,79
ESC,1,23
ESC,2,19
ESC,3,24
ESC,4,18
ESC,5,24
ESC,6,20
ESC,7,22
ESC,8,21
ESC,9,23
ESC,10,24
ESC,11,21
ESC,12,24
ESC,13,23
ESC,14,22
ESC,15,22
ESC,16,24
ESC,17,24
ESC,18,24
ESC,19,24
ESC,20,24
ESC,21,24
ESC,22,24
ESC,23,24
ESC,24,24
ESC,25,24
ESC,26,24
ESC,27,23
ESC,28,23
ESC,29,23
ESC,30,24
ESC,31,24
ESC,32,23
ESC,33,24
ESC,34,24
ESC,35,24
ESC,36,24
ESC,37,24
ESC,38,24
ESC,39,24
ESC,40,24
ESC,41,22
ESC,42,24
ESC,43,24
ESC,44,24
ESC,45,24
ESC,46,23
ESC,47,24
ESC,48,22
ESC,49,24
ESC,50,22
ESC,51,24
ESC,52,20
EUG,1,347
EUG,2,298
EUG,3,293
EUG,4,300
EUG,5,294
EUG,6,296
EUG,7,290
EUG,8,301
EUG,9,277
EUG,10,311
EUG,11,309
EUG,12,318
EUG,13,325
EUG,14,322
EUG,15,322
EUG,16,318
EUG,17,322
EUG,18,322
EUG,19,320
EUG,20,325
EUG,21,322
EUG,22,327
EUG,23,348
EUG,24,363
EUG,25,365
EUG,26,363
EUG,27,344
EUG,28,366
EUG,29,363
EUG,30,365
EUG,31,363
EUG,32,360
EUG,33,358
EUG,34,346
EUG,35,331
EUG,36,342
EUG,37,343
EUG,38,344
EUG,39,336
EUG,40,338
EUG,41,347
EUG,42,344
EUG,43,340
EUG,44,317
EUG,45,329
EUG,46,332
EUG,47,337
EUG,48,321
EUG,49,313
EUG,50,323
EUG,51,335
EUG,52,333
EVV,1,205
EVV,2,177
EVV,3,185
EVV,4,191
EVV,5,173
EVV,6,181
EVV,7,183
EVV,8,194
EVV,9,202
EVV,10,201
EVV,11,201
EVV,12,201
EVV,13,202
EVV,14,215
EVV,15,209
EVV,16,213
EVV,17,215
EVV,18,215
EVV,19,216
EVV,20,215
EVV,21,215
EVV,22,212
EVV,23,218
EVV,24,219
EVV,25,214
EVV,26,221
EVV,27,194
EVV,28,224
EVV,29,226
EVV,30,230
EVV,31,225
EVV,32,221
EVV,33,218
EVV,34,221
EVV,35,203
EVV,36,200
EVV,37,213
EVV,38,215
EVV,39,211
EVV,40,217
EVV,41,216
EVV,42,218
EVV,43,215
EVV,44,205
EVV,45,219
EVV,46,210
EVV,47,200
EVV,48,198
EVV,49,212
EVV,50,210
EVV,51,205
EVV,52,169
EWN,1,98
EWN,2,98
EWN,3,91
EWN,4,93
EWN,5,91
EWN,6,91
EWN,7,97
EWN,8,91
EWN,9,97
EWN,10,104
EWN,11,105
EWN,12,104
EWN,13,105
EWN,14,98
EWN,15,95
EWN,16,95
EWN,17,96
EWN,18,98
EWN,19,95
EWN,20,96
EWN,21,94
EWN,22,94
EWN,23,94
EWN,24,90
EWN,25,90
EWN,26,101
EWN,27,96
EWN,28,102
EWN,29,100
EWN,30,96
EWN,31,99
EWN,32,99
EWN,33,96
EWN,34,100
EWN,35,98
EWN,36,92
EWN,37,60
EWN,38,97
EWN,39,103
EWN,40,103
EWN,41,95
EWN,42,104
EWN,43,101
EWN,44,101
EWN,45,99
EWN,46,98
EWN,47,100
EWN,48,105
EWN,49,90
EWN,50,89
EWN,51,96
EWN,52,83
EWR,1,6045
EWR,2,5461
EWR,3,5450
EWR,4,5407
EWR,5,5486
EWR,6,5399
EWR,7,5639
EWR,8,5878
EWR,9,5621
EWR,10,5641
EWR,11,6026
EWR,12,5683
EWR,13,6191
EWR,14,6044
EWR,15,6163
EWR,16,5995
EWR,17,6147
EWR,18,6148
EWR,19,6079
EWR,20,6044
EWR,21,5993
EWR,22,5879
EWR,23,6220
EWR,24,6118
EWR,25,6032
EWR,26,6108
EWR,27,5583
EWR,28,6159
EWR,29,5887
